county_code,HRSA_MUA_COUNTY,POS_TOT_FQHC,ACS_PCT_UNINSURED_BELOW64,POS_FQHC_RATE,year
01001,1,2,12.97,0.04,2013
01001,1,2,12.34,0.04,2014
01001,1,2,11.68,0.04,2015
01001,1,2,10.35,0.04,2016
01003,1,3,17.85,0.02,2013
01003,1,3,17.75,0.02,2014
01003,1,3,15.72,0.02,2015
01003,1,3,14.37,0.02,2016
01005,0,3,19.37,0.11,2013
01005,0,3,18.27,0.11,2014
01005,0,3,18.43,0.11,2015
01005,0,3,15.76,0.11,2016
01007,1,2,16.73,0.09,2013
01007,1,2,15.15,0.09,2014
01007,1,3,11.38,0.13,2015
01007,1,3,10.7,0.13,2016
01009,1,1,13.86,0.02,2013
01009,1,1,14.15,0.02,2014
01009,1,1,13.7,0.02,2015
01009,1,1,13.23,0.02,2016
01011,1,1,21.16,0.09,2013
01011,1,1,20.45,0.09,2014
01011,1,1,21.03,0.09,2015
01011,1,1,19.51,0.09,2016
01013,0,2,16.96,0.1,2013
01013,0,2,15.47,0.1,2014
01013,0,2,14.82,0.1,2015
01013,0,2,14.31,0.1,2016
01015,1,2,16.02,0.02,2013
01015,1,3,15.46,0.03,2014
01015,1,3,13.99,0.03,2015
01015,1,3,12.84,0.03,2016
01017,0,1,20.14,0.03,2013
01017,0,1,18.28,0.03,2014
01017,0,1,16.8,0.03,2015
01017,0,1,14.41,0.03,2016
01019,1,1,15.56,0.04,2013
01019,1,1,15.65,0.04,2014
01019,1,1,12.2,0.04,2015
01019,1,1,11.71,0.04,2016
01021,0,2,18.46,0.05,2013
01021,0,2,18.39,0.05,2014
01021,0,3,18.78,0.07,2015
01021,0,3,18.61,0.07,2016
01023,1,3,17.5,0.22,2013
01023,1,3,16.76,0.22,2014
01023,1,3,16.77,0.22,2015
01023,1,3,14.47,0.23,2016
01025,0,0,18.73,0,2013
01025,0,0,19.01,0,2014
01025,0,0,18.05,0,2015
01025,0,0,15.87,0,2016
01027,1,0,16.48,0,2013
01027,1,1,16.02,0.07,2014
01027,1,1,17.55,0.07,2015
01027,1,1,15.84,0.07,2016
01029,1,1,17,0.07,2013
01029,1,1,16.64,0.07,2014
01029,1,1,16.57,0.07,2015
01029,1,1,16.78,0.07,2016
01031,1,1,14.37,0.02,2013
01031,1,1,15.1,0.02,2014
01031,1,1,13.56,0.02,2015
01031,1,1,12.67,0.02,2016
01033,1,2,15.42,0.04,2013
01033,1,2,14.26,0.04,2014
01033,1,2,13.54,0.04,2015
01033,1,2,11.18,0.04,2016
01035,1,2,24.7,0.15,2013
01035,1,3,26.6,0.23,2014
01035,1,3,25.88,0.23,2015
01035,1,3,23.95,0.24,2016
01037,1,1,17.42,0.09,2013
01037,1,1,18.86,0.09,2014
01037,1,1,18.95,0.09,2015
01037,1,1,15.28,0.09,2016
01039,1,1,19.03,0.03,2013
01039,1,1,17,0.03,2014
01039,1,1,16.33,0.03,2015
01039,1,1,15.39,0.03,2016
01041,1,1,14.71,0.07,2013
01041,1,1,15,0.07,2014
01041,1,1,14.63,0.07,2015
01041,1,1,13.55,0.07,2016
01043,1,1,19.01,0.01,2013
01043,1,1,18.51,0.01,2014
01043,1,1,18.02,0.01,2015
01043,1,1,17.6,0.01,2016
01045,1,1,16.11,0.02,2013
01045,1,1,15.2,0.02,2014
01045,1,1,15.87,0.02,2015
01045,1,1,15.53,0.02,2016
01047,0,2,18.38,0.05,2013
01047,0,2,17.03,0.05,2014
01047,0,2,16.39,0.05,2015
01047,0,2,14.75,0.05,2016
01049,1,3,19.8,0.04,2013
01049,1,3,20.19,0.04,2014
01049,1,3,19.69,0.04,2015
01049,1,3,18.71,0.04,2016
01051,1,1,12.79,0.01,2013
01051,1,1,12.33,0.01,2014
01051,1,1,10.9,0.01,2015
01051,1,1,10.24,0.01,2016
01053,1,2,23.91,0.05,2013
01053,1,4,24.39,0.11,2014
01053,1,5,22.24,0.13,2015
01053,1,5,21.34,0.13,2016
01055,0,9,18.49,0.09,2013
01055,0,9,17.16,0.09,2014
01055,0,9,15.64,0.09,2015
01055,0,9,14.5,0.09,2016
01057,1,1,14.64,0.06,2013
01057,1,1,14.71,0.06,2014
01057,1,1,11.65,0.06,2015
01057,1,1,10.45,0.06,2016
01059,1,3,20.04,0.09,2013
01059,1,3,20.98,0.09,2014
01059,1,3,18.78,0.09,2015
01059,1,3,16.73,0.1,2016
01061,0,1,18.61,0.04,2013
01061,0,1,18.68,0.04,2014
01061,0,1,18.55,0.04,2015
01061,0,1,17.96,0.04,2016
01063,1,2,17.6,0.22,2013
01063,1,2,17.73,0.23,2014
01063,1,2,17.24,0.23,2015
01063,1,2,17.07,0.23,2016
01065,1,3,16.87,0.19,2013
01065,1,3,14.63,0.19,2014
01065,1,3,14.42,0.2,2015
01065,1,3,12.91,0.2,2016
01067,1,1,14.88,0.06,2013
01067,1,1,15.61,0.06,2014
01067,1,1,15.2,0.06,2015
01067,1,1,14.3,0.06,2016
01069,1,0,16.83,0,2013
01069,1,0,16.12,0,2014
01069,1,0,15.07,0,2015
01069,1,0,14.34,0,2016
01071,1,8,19.16,0.15,2013
01071,1,8,19.24,0.15,2014
01071,1,8,17.27,0.15,2015
01071,1,8,14.44,0.15,2016
01073,0,14,14.69,0.02,2013
01073,0,15,14.36,0.02,2014
01073,0,15,13.65,0.02,2015
01073,0,15,12.62,0.02,2016
01075,1,2,16.54,0.14,2013
01075,1,2,15.49,0.14,2014
01075,1,2,16.54,0.14,2015
01075,1,2,15.8,0.14,2016
01077,0,4,14.68,0.04,2013
01077,0,4,14.36,0.04,2014
01077,0,4,13.55,0.04,2015
01077,0,4,13.24,0.04,2016
01079,1,2,17.23,0.06,2013
01079,1,2,14.81,0.06,2014
01079,1,2,13.32,0.06,2015
01079,1,2,13.07,0.06,2016
01081,1,1,14.06,0.01,2013
01081,1,1,12.51,0.01,2014
01081,1,1,11.67,0.01,2015
01081,1,1,10.56,0.01,2016
01083,0,0,15.19,0,2013
01083,0,0,14.92,0,2014
01083,0,0,14.53,0,2015
01083,0,0,14.54,0,2016
01085,1,5,19.26,0.45,2013
01085,1,5,18.58,0.46,2014
01085,1,5,16.29,0.47,2015
01085,1,5,15.26,0.47,2016
01087,1,1,16.45,0.05,2013
01087,1,1,16.25,0.05,2014
01087,1,1,14.69,0.05,2015
01087,1,1,12.84,0.05,2016
01089,0,3,14.26,0.01,2013
01089,0,3,13.96,0.01,2014
01089,0,3,13.59,0.01,2015
01089,0,3,11.88,0.01,2016
01091,1,2,14.87,0.1,2013
01091,1,2,14.54,0.1,2014
01091,1,2,14.43,0.1,2015
01091,1,2,14.87,0.1,2016
01093,1,0,15.19,0,2013
01093,1,0,14.76,0,2014
01093,1,0,14.64,0,2015
01093,1,0,11.89,0,2016
01095,1,2,20.63,0.02,2013
01095,1,2,20.78,0.02,2014
01095,1,2,19.94,0.02,2015
01095,1,2,18.1,0.02,2016
01097,0,19,18.3,0.05,2013
01097,0,21,17.69,0.05,2014
01097,0,22,16.46,0.05,2015
01097,0,22,15.28,0.05,2016
01099,0,4,19.66,0.18,2013
01099,0,6,20.14,0.27,2014
01099,0,6,20.13,0.27,2015
01099,0,6,19.71,0.27,2016
01101,0,6,15.04,0.03,2013
01101,0,7,15.31,0.03,2014
01101,0,7,14.71,0.03,2015
01101,0,7,13.87,0.03,2016
01103,0,4,18.48,0.03,2013
01103,0,4,18.44,0.03,2014
01103,0,4,17.23,0.03,2015
01103,0,4,14.85,0.03,2016
01105,1,3,17.66,0.29,2013
01105,1,3,19.23,0.29,2014
01105,1,3,16.77,0.3,2015
01105,1,3,18.21,0.3,2016
01107,1,2,14.34,0.1,2013
01107,1,2,16.5,0.1,2014
01107,1,2,15.76,0.1,2015
01107,1,3,13.52,0.15,2016
01109,0,2,13.18,0.06,2013
01109,0,2,12.93,0.06,2014
01109,0,2,12.23,0.06,2015
01109,0,2,12.23,0.06,2016
01111,1,1,19.84,0.04,2013
01111,1,1,18.16,0.04,2014
01111,1,1,17.58,0.04,2015
01111,1,1,14.73,0.04,2016
01113,1,3,19.17,0.05,2013
01113,1,3,19.57,0.05,2014
01113,1,3,18.65,0.05,2015
01113,1,4,17.37,0.07,2016
01115,1,1,13.95,0.01,2013
01115,1,1,13.02,0.01,2014
01115,1,1,12.33,0.01,2015
01115,1,1,10.56,0.01,2016
01117,1,0,10.42,0,2013
01117,1,0,10.74,0,2014
01117,1,0,9.99,0,2015
01117,1,0,9.27,0,2016
01119,1,2,19.38,0.15,2013
01119,1,2,20.72,0.15,2014
01119,1,2,22.55,0.15,2015
01119,1,2,21.53,0.15,2016
01121,1,1,16.33,0.01,2013
01121,1,1,16,0.01,2014
01121,1,1,15.05,0.01,2015
01121,1,1,13.21,0.01,2016
01123,1,1,17.09,0.02,2013
01123,1,1,16.06,0.02,2014
01123,1,1,14.48,0.02,2015
01123,1,1,13.24,0.02,2016
01125,0,4,13.7,0.02,2013
01125,0,4,13.3,0.02,2014
01125,0,6,11.54,0.03,2015
01125,0,5,10.8,0.02,2016
01127,0,5,18.04,0.08,2013
01127,0,5,17.36,0.08,2014
01127,0,5,16.29,0.08,2015
01127,0,6,15.39,0.09,2016
01129,1,1,21.77,0.06,2013
01129,1,1,20.1,0.06,2014
01129,1,1,18.4,0.06,2015
01129,1,1,16.4,0.06,2016
01131,0,3,22.16,0.26,2013
01131,0,3,21.96,0.26,2014
01131,0,3,19.45,0.27,2015
01131,0,3,18.15,0.27,2016
01133,1,0,17.63,0,2013
01133,1,0,17.64,0,2014
01133,1,0,16.47,0,2015
01133,1,0,15.97,0,2016
02013,1,0,67.68,0,2013
02013,1,0,63.46,0,2014
02013,1,0,59.18,0,2015
02013,1,0,55.4,0,2016
02016,0,1,30.46,0.18,2013
02016,0,1,26.95,0.18,2014
02016,0,1,25.24,0.18,2015
02016,0,1,22.04,0.18,2016
02020,0,5,17.88,0.02,2013
02020,0,5,17.55,0.02,2014
02020,0,5,16.82,0.02,2015
02020,0,6,15.86,0.02,2016
02050,0,1,28.45,0.06,2013
02050,0,1,27.49,0.06,2014
02050,0,1,27.28,0.06,2015
02050,0,1,26.82,0.06,2016
02060,1,2,23.95,2.14,2013
02060,1,2,24.1,2.01,2014
02060,1,2,21.24,2.06,2015
02060,1,2,22.07,2.12,2016
02068,1,1,26.34,0.5,2013
02068,1,1,23.76,0.49,2014
02068,1,1,27.1,0.49,2015
02068,1,1,25.08,0.47,2016
02070,1,1,32.68,0.2,2013
02070,1,1,31.96,0.2,2014
02070,1,1,31.33,0.2,2015
02070,1,1,27.87,0.2,2016
02090,1,4,15.31,0.04,2013
02090,1,4,15.51,0.04,2014
02090,1,4,14.34,0.04,2015
02090,1,4,12.69,0.04,2016
02100,1,0,35.38,0,2013
02100,1,0,31.44,0,2014
02100,1,0,29.74,0,2015
02100,1,0,27.14,0,2016
02105,1,0,32.07,0,2013
02105,1,0,33.56,0,2014
02105,1,0,33.5,0,2015
02105,1,0,30.95,0,2016
02110,0,0,16.66,0,2013
02110,0,1,17.63,0.03,2014
02110,0,1,15.85,0.03,2015
02110,0,1,13.37,0.03,2016
02122,1,2,25.66,0.04,2013
02122,1,3,24.36,0.05,2014
02122,1,3,24.43,0.05,2015
02122,1,3,23.34,0.05,2016
02130,0,3,20.62,0.22,2013
02130,0,3,21.37,0.22,2014
02130,0,3,21.13,0.22,2015
02130,0,3,17.57,0.22,2016
02150,1,1,32.98,0.07,2013
02150,1,1,28.78,0.07,2014
02150,1,1,27.6,0.07,2015
02150,1,1,24.47,0.07,2016
02158,1,0,29.34,0,2015
02158,1,0,27.26,0,2016
02164,1,0,42.7,0,2013
02164,1,0,40.91,0,2014
02164,1,0,37.25,0,2015
02164,1,0,36.08,0,2016
02170,1,3,22.28,0.03,2013
02170,1,3,20.91,0.03,2014
02170,1,4,20.1,0.04,2015
02170,1,4,19.03,0.04,2016
02180,1,4,30.81,0.41,2013
02180,1,4,31.87,0.41,2014
02180,1,4,30.24,0.41,2015
02180,1,4,28.9,0.4,2016
02185,0,0,26.96,0,2013
02185,0,0,26.51,0,2014
02185,0,0,23.58,0,2015
02185,0,0,26.12,0,2016
02188,1,0,35.39,0,2013
02188,1,0,34.76,0,2014
02188,1,0,34.4,0,2015
02188,1,0,33.41,0,2016
02195,0,0,30.41,0,2013
02195,0,0,27.03,0,2014
02195,0,0,24.92,0,2015
02195,0,0,18.1,0,2016
02198,0,4,39.75,0.71,2013
02198,0,4,39.13,0.63,2014
02198,0,4,37.27,0.63,2015
02198,0,4,35.12,0.63,2016
02220,0,0,20.7,0,2013
02220,0,0,21.76,0,2014
02220,0,0,19.48,0,2015
02220,0,0,20.98,0,2016
02230,1,1,27.32,0.93,2013
02230,1,1,25.85,1,2014
02230,1,1,27.13,1,2015
02230,1,1,25.85,0.99,2016
02240,1,0,24.71,0,2013
02240,1,0,25.77,0,2014
02240,1,1,24.55,0.14,2015
02240,1,1,24.29,0.14,2016
02261,0,3,28.2,0.31,2013
02261,0,3,25.51,0.31,2014
02261,0,3,25.54,0.31,2015
02261,0,3,23.24,0.32,2016
02270,1,0,31.34,0,2013
02270,1,0,30.56,0,2014
02275,0,4,29.95,1.69,2013
02275,0,4,28.26,1.68,2014
02275,0,4,26.88,1.68,2015
02275,0,4,22.48,1.67,2016
02282,1,1,24.18,1.65,2013
02282,1,1,26.39,1.57,2014
02282,1,1,23.69,1.56,2015
02282,1,1,21.37,1.55,2016
02290,0,2,43.98,0.35,2013
02290,0,2,42.04,0.35,2014
02290,0,2,42.74,0.35,2015
02290,0,2,40,0.36,2016
04001,1,2,29.04,0.03,2013
04001,1,3,27.69,0.04,2014
04001,1,3,26.71,0.04,2015
04001,1,3,26.44,0.04,2016
04003,0,0,15.54,0,2013
04003,0,0,15.37,0,2014
04003,0,0,14.27,0,2015
04003,0,0,12.58,0,2016
04005,0,10,21.73,0.07,2013
04005,0,10,21.79,0.07,2014
04005,0,10,20.13,0.07,2015
04005,0,11,18.13,0.08,2016
04007,0,1,22.7,0.02,2013
04007,0,2,22.26,0.04,2014
04007,0,2,19.92,0.04,2015
04007,0,2,18.91,0.04,2016
04009,0,1,18.93,0.03,2013
04009,0,1,18.4,0.03,2014
04009,0,1,15.2,0.03,2015
04009,0,1,13.01,0.03,2016
04011,0,1,16.3,0.12,2013
04011,0,1,16.43,0.11,2014
04011,0,2,15.12,0.22,2015
04011,0,2,12.95,0.22,2016
04012,0,0,23.78,0,2013
04012,0,0,21.7,0,2014
04012,0,0,21.03,0,2015
04012,0,0,18.99,0,2016
04013,0,20,19.45,0.01,2013
04013,0,20,18.75,0.01,2014
04013,0,28,17.37,0.01,2015
04013,0,32,15.71,0.01,2016
04015,0,4,22.08,0.02,2013
04015,0,4,22.83,0.02,2014
04015,0,4,21.16,0.02,2015
04015,0,4,19.26,0.02,2016
04017,1,4,20.47,0.04,2013
04017,1,5,21.03,0.05,2014
04017,1,5,20.74,0.05,2015
04017,1,5,19.65,0.05,2016
04019,0,43,17.45,0.04,2013
04019,0,45,17.19,0.05,2014
04019,0,46,15.94,0.05,2015
04019,0,48,14.83,0.05,2016
04021,0,7,18.06,0.02,2013
04021,0,10,17.3,0.03,2014
04021,0,11,15.86,0.03,2015
04021,0,12,14.13,0.03,2016
04023,1,4,23.38,0.08,2013
04023,1,4,23.11,0.08,2014
04023,1,4,20.42,0.08,2015
04023,1,5,17.72,0.11,2016
04025,0,5,20.55,0.02,2013
04025,0,5,19.84,0.02,2014
04025,0,5,18.34,0.02,2015
04025,0,5,17.78,0.02,2016
04027,0,7,25.06,0.04,2013
04027,0,7,24.09,0.03,2014
04027,0,7,23.25,0.03,2015
04027,0,8,21.62,0.04,2016
05001,1,0,16.52,0,2013
05001,1,0,15.7,0,2014
05001,1,0,15.17,0,2015
05001,1,0,11.5,0,2016
05003,1,3,19.29,0.14,2013
05003,1,3,17.46,0.14,2014
05003,1,3,17.35,0.14,2015
05003,1,6,14.84,0.29,2016
05005,1,0,18.69,0,2013
05005,1,0,17.64,0,2014
05005,1,0,15.13,0,2015
05005,1,0,12.97,0,2016
05007,0,2,17.17,0.01,2013
05007,0,3,15.98,0.01,2014
05007,0,3,14.68,0.01,2015
05007,0,3,12.98,0.01,2016
05009,0,0,20.34,0,2013
05009,0,0,18.49,0,2014
05009,0,0,15.83,0,2015
05009,0,0,14.19,0,2016
05011,0,0,28.01,0,2013
05011,0,0,24.21,0,2014
05011,0,0,19.38,0,2015
05011,0,0,17.39,0,2016
05013,1,2,21.67,0.38,2013
05013,1,2,18.11,0.38,2014
05013,1,2,17.4,0.38,2015
05013,1,2,14.98,0.38,2016
05015,1,1,21.63,0.04,2013
05015,1,1,22.43,0.04,2014
05015,1,1,21.69,0.04,2015
05015,1,1,20.7,0.04,2016
05017,1,2,23.32,0.17,2013
05017,1,2,20.97,0.17,2014
05017,1,2,18.42,0.18,2015
05017,1,2,15.87,0.18,2016
05019,0,1,16.64,0.04,2013
05019,0,1,16.56,0.04,2014
05019,0,1,14.53,0.04,2015
05019,0,1,13.13,0.04,2016
05021,1,1,24.11,0.06,2013
05021,1,1,22.48,0.06,2014
05021,1,1,19.81,0.06,2015
05021,1,1,15.01,0.07,2016
05023,1,1,24.83,0.04,2013
05023,1,1,23.68,0.04,2014
05023,1,1,20.57,0.04,2015
05023,1,1,18.09,0.04,2016
05025,1,1,18.36,0.12,2013
05025,1,1,16.54,0.12,2014
05025,1,1,13.13,0.12,2015
05025,1,1,11.41,0.12,2016
05027,1,0,18.32,0,2013
05027,1,0,16.42,0,2014
05027,1,0,15.15,0,2015
05027,1,0,13.69,0,2016
05029,1,0,18.99,0,2013
05029,1,0,17.39,0,2014
05029,1,0,15.09,0,2015
05029,1,0,13.29,0,2016
05031,0,4,19.68,0.04,2013
05031,0,4,19.05,0.04,2014
05031,0,4,17.13,0.04,2015
05031,0,5,15.56,0.05,2016
05033,0,2,19.87,0.03,2013
05033,0,2,19.62,0.03,2014
05033,0,2,16.98,0.03,2015
05033,0,2,14.9,0.03,2016
05035,1,1,18.6,0.02,2013
05035,1,1,17.73,0.02,2014
05035,1,1,16.07,0.02,2015
05035,1,2,12.99,0.04,2016
05037,1,3,20.09,0.17,2013
05037,1,3,18.03,0.17,2014
05037,1,3,16.3,0.17,2015
05037,1,3,12.42,0.17,2016
05039,1,0,23.84,0,2013
05039,1,0,21.79,0,2014
05039,1,0,17.85,0,2015
05039,1,0,14.47,0,2016
05041,1,0,23.13,0,2013
05041,1,0,21.11,0,2014
05041,1,0,18.68,0,2015
05041,1,0,13.57,0,2016
05043,0,1,23.28,0.05,2013
05043,0,1,19.11,0.05,2014
05043,0,1,18.3,0.05,2015
05043,0,1,14.99,0.05,2016
05045,1,1,15.12,0.01,2013
05045,1,2,15.4,0.02,2014
05045,1,2,13.9,0.02,2015
05045,1,2,13.09,0.02,2016
05047,1,0,20.42,0,2013
05047,1,0,16.42,0,2014
05047,1,0,15.24,0,2015
05047,1,0,11.88,0,2016
05049,1,0,23.35,0,2013
05049,1,0,20.43,0,2014
05049,1,0,17.47,0,2015
05049,1,0,15.05,0,2016
05051,0,0,23.8,0,2013
05051,0,0,22.64,0,2014
05051,0,0,20.78,0,2015
05051,0,1,18.65,0.01,2016
05053,0,0,14.26,0,2013
05053,0,0,14.42,0,2014
05053,0,0,12.75,0,2015
05053,0,0,10.78,0,2016
05055,1,0,20.01,0,2013
05055,1,0,17.41,0,2014
05055,1,0,15.92,0,2015
05055,1,1,13.87,0.02,2016
05057,1,0,20.56,0,2013
05057,1,0,21.01,0,2014
05057,1,0,20.11,0,2015
05057,1,0,16.53,0,2016
05059,1,0,20.3,0,2013
05059,1,0,19.89,0,2014
05059,1,0,17.06,0,2015
05059,1,1,14.2,0.03,2016
05061,1,0,24.51,0,2013
05061,1,0,23.99,0,2014
05061,1,0,21.7,0,2015
05061,1,0,18.02,0,2016
05063,1,2,21.4,0.05,2013
05063,1,3,19.37,0.08,2014
05063,1,3,17.16,0.08,2015
05063,1,3,15.49,0.08,2016
05065,1,1,27.21,0.07,2013
05065,1,2,23.87,0.15,2014
05065,1,2,20.92,0.15,2015
05065,1,2,17.45,0.15,2016
05067,1,2,23.88,0.11,2013
05067,1,2,21.8,0.11,2014
05067,1,2,18.05,0.11,2015
05067,1,2,16.81,0.11,2016
05069,0,3,16.77,0.04,2013
05069,0,3,15.04,0.04,2014
05069,0,3,13.96,0.04,2015
05069,0,3,12.35,0.04,2016
05071,1,0,17.21,0,2013
05071,1,1,17.52,0.04,2014
05071,1,1,16.33,0.04,2015
05071,1,1,15.27,0.04,2016
05073,1,2,24.3,0.27,2013
05073,1,2,23.62,0.27,2014
05073,1,2,21.61,0.28,2015
05073,1,2,17.34,0.28,2016
05075,1,1,24.48,0.06,2013
05075,1,1,22.33,0.06,2014
05075,1,1,19.96,0.06,2015
05075,1,1,15.55,0.06,2016
05077,1,1,24.67,0.1,2013
05077,1,1,23.96,0.1,2014
05077,1,1,19.76,0.1,2015
05077,1,1,17.61,0.1,2016
05079,0,0,24.12,0,2013
05079,0,0,22.28,0,2014
05079,0,0,18.48,0,2015
05079,0,0,15.54,0,2016
05081,0,0,19.83,0,2013
05081,0,0,21.15,0,2014
05081,0,0,18.38,0,2015
05081,0,0,16.03,0,2016
05083,1,1,18.67,0.05,2013
05083,1,1,17.72,0.05,2014
05083,1,1,16.15,0.05,2015
05083,1,1,12.4,0.05,2016
05085,1,3,16.05,0.04,2013
05085,1,4,14.41,0.06,2014
05085,1,4,12.32,0.06,2015
05085,1,5,11.55,0.07,2016
05087,1,1,22.69,0.06,2013
05087,1,1,21.84,0.06,2014
05087,1,1,19.64,0.06,2015
05087,1,1,17.94,0.06,2016
05089,1,0,23.93,0,2013
05089,1,0,23.84,0,2014
05089,1,0,19.29,0,2015
05089,1,0,15.06,0,2016
05091,1,0,20.98,0,2013
05091,1,0,20.96,0,2014
05091,1,0,19.9,0,2015
05091,1,2,18.3,0.05,2016
05093,0,1,20.04,0.02,2013
05093,0,1,19.03,0.02,2014
05093,0,1,18.04,0.02,2015
05093,0,1,15.7,0.02,2016
05095,1,3,20.91,0.37,2013
05095,1,3,19.49,0.38,2014
05095,1,3,19.48,0.39,2015
05095,1,3,17.86,0.4,2016
05097,1,1,27.04,0.11,2013
05097,1,1,26.25,0.11,2014
05097,1,1,22.64,0.11,2015
05097,1,1,19.15,0.11,2016
05099,1,0,20.28,0,2013
05099,1,0,19.09,0,2014
05099,1,0,20.32,0,2015
05099,1,0,17.67,0,2016
05101,1,1,23.22,0.12,2013
05101,1,1,21.32,0.12,2014
05101,1,1,18.34,0.12,2015
05101,1,2,17.23,0.25,2016
05103,0,1,16.16,0.04,2013
05103,0,1,15.73,0.04,2014
05103,0,1,13.71,0.04,2015
05103,0,1,12.64,0.04,2016
05105,1,0,15.32,0,2013
05105,1,0,13.57,0,2014
05105,1,0,12.04,0,2015
05105,1,0,12.69,0,2016
05107,1,2,20.25,0.09,2013
05107,1,2,20.35,0.1,2014
05107,1,2,21.18,0.1,2015
05107,1,2,18.35,0.1,2016
05109,1,0,24.47,0,2013
05109,1,0,21.12,0,2014
05109,1,0,20.29,0,2015
05109,1,0,18.1,0,2016
05111,1,2,22.43,0.08,2013
05111,1,2,21.6,0.08,2014
05111,1,2,19.73,0.08,2015
05111,1,2,16.71,0.08,2016
05113,0,2,26.11,0.1,2013
05113,0,3,24.35,0.15,2014
05113,0,3,21.73,0.15,2015
05113,0,3,18.96,0.15,2016
05115,0,0,18.93,0,2013
05115,0,0,16.83,0,2014
05115,0,0,16.21,0,2015
05115,0,0,13.58,0,2016
05117,1,4,20.82,0.47,2013
05117,1,4,19.16,0.47,2014
05117,1,4,16.63,0.48,2015
05117,1,4,15.27,0.48,2016
05119,0,2,17.25,0.01,2013
05119,0,3,16.81,0.01,2014
05119,0,3,15.25,0.01,2015
05119,0,4,13.28,0.01,2016
05121,0,1,24.58,0.06,2013
05121,0,1,21.5,0.06,2014
05121,0,1,18.47,0.06,2015
05121,0,1,16.94,0.06,2016
05123,1,2,21.47,0.07,2013
05123,1,2,20.5,0.07,2014
05123,1,2,18.68,0.07,2015
05123,1,2,17.28,0.07,2016
05125,0,0,14.66,0,2013
05125,0,0,14.25,0,2014
05125,0,0,12.77,0,2015
05125,0,0,10.43,0,2016
05127,1,0,21.61,0,2013
05127,1,0,20.38,0,2014
05127,1,0,16.76,0,2015
05127,1,0,12.57,0,2016
05129,1,1,29.8,0.12,2013
05129,1,1,26.54,0.12,2014
05129,1,1,21.12,0.13,2015
05129,1,1,17.23,0.13,2016
05131,0,3,22.34,0.02,2013
05131,0,3,20.49,0.02,2014
05131,0,3,18.31,0.02,2015
05131,0,3,15.86,0.02,2016
05133,0,1,30.24,0.06,2013
05133,0,1,25.51,0.06,2014
05133,0,1,22.75,0.06,2015
05133,0,1,21.06,0.06,2016
05135,0,0,24.4,0,2013
05135,0,1,23.47,0.06,2014
05135,0,1,20.94,0.06,2015
05135,0,1,19.46,0.06,2016
05137,1,0,22.23,0,2013
05137,1,0,18.65,0,2014
05137,1,0,18.77,0,2015
05137,1,0,15.57,0,2016
05139,0,1,18.43,0.02,2013
05139,0,1,18.77,0.02,2014
05139,0,1,17.19,0.02,2015
05139,0,1,15.6,0.02,2016
05141,1,1,26.52,0.06,2013
05141,1,1,26.57,0.06,2014
05141,1,2,23.62,0.12,2015
05141,1,2,20.11,0.12,2016
05143,0,1,20.38,0,2013
05143,0,5,19.4,0.02,2014
05143,0,8,17.01,0.04,2015
05143,0,9,14.99,0.04,2016
05145,0,5,19.39,0.06,2013
05145,0,5,18.22,0.06,2014
05145,0,5,16.85,0.06,2015
05145,0,5,14.37,0.06,2016
05147,1,7,25.21,0.97,2013
05147,1,7,25.64,0.99,2014
05147,1,7,22.13,1,2015
05147,1,7,20.24,1.02,2016
05149,0,0,22.65,0,2013
05149,0,0,20.16,0,2014
05149,0,0,17.67,0,2015
05149,0,0,14.97,0,2016
06001,0,34,13.97,0.02,2013
06001,0,35,13.11,0.02,2014
06001,0,38,11.24,0.02,2015
06001,0,47,9.35,0.03,2016
06003,0,0,29.18,0,2013
06003,0,0,27.33,0,2014
06003,0,0,24.15,0,2015
06003,0,0,18.66,0,2016
06005,0,0,15.21,0,2013
06005,0,0,14.3,0,2014
06005,0,0,10.98,0,2015
06005,0,0,9.58,0,2016
06007,0,9,18.51,0.04,2013
06007,0,9,17.62,0.04,2014
06007,0,9,15.77,0.04,2015
06007,0,9,12.79,0.04,2016
06009,0,2,14.76,0.04,2013
06009,0,2,14.28,0.04,2014
06009,0,2,13.36,0.04,2015
06009,0,2,11,0.04,2016
06011,0,4,24.4,0.19,2013
06011,0,4,23.1,0.19,2014
06011,0,4,20.15,0.19,2015
06011,0,4,17.69,0.19,2016
06013,0,5,13.47,0,2013
06013,0,7,12.68,0.01,2014
06013,0,7,11.14,0.01,2015
06013,0,9,9.72,0.01,2016
06015,1,4,17.39,0.14,2013
06015,1,4,15.23,0.14,2014
06015,1,4,13.67,0.14,2015
06015,1,4,12.94,0.14,2016
06017,0,3,12.02,0.02,2013
06017,0,3,11.69,0.02,2014
06017,0,4,10.65,0.02,2015
06017,0,5,9.25,0.03,2016
06019,0,26,21.56,0.03,2013
06019,0,27,20.42,0.03,2014
06019,0,30,18.22,0.03,2015
06019,0,31,15.77,0.03,2016
06021,0,3,23.49,0.11,2013
06021,0,3,22.26,0.11,2014
06021,0,3,20.3,0.11,2015
06021,0,3,16.49,0.11,2016
06023,0,16,22.35,0.12,2013
06023,0,17,21.87,0.13,2014
06023,0,17,19.51,0.13,2015
06023,0,18,16.91,0.13,2016
06025,0,8,23.74,0.05,2013
06025,0,8,22.03,0.05,2014
06025,0,8,19.88,0.04,2015
06025,0,8,16.6,0.04,2016
